stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161541,-0.179216,0.0347702,0.215408,-0.3899,0.140814,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161606,-0.179258,0.0347702,0.215408,-0.387885,0.142114,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161546,-0.179278,0.0347702,0.215408,-0.389836,0.142748,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161551,-0.179339,0.0347702,0.215408,-0.38967,0.144655,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161551,-0.179339,0.0347702,0.215408,-0.38967,0.144655,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161491,-0.179359,0.0347702,0.215408,-0.391567,0.145271,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161496,-0.17942,0.0347702,0.215408,-0.391543,0.147149,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161496,-0.17942,0.0347702,0.215408,-0.391543,0.147149,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161501,-0.179482,0.0347702,0.215408,-0.391275,0.149028,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161441,-0.179501,0.0347702,0.215408,-0.39316,0.14964,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161441,-0.179501,0.0347702,0.215408,-0.39316,0.14964,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161446,-0.179563,0.0347702,0.215408,-0.392877,0.151511,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161386,-0.179582,0.0347702,0.215408,-0.39472,0.152109,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161386,-0.179582,0.0347702,0.215408,-0.39472,0.152109,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161391,-0.179644,0.0347702,0.215408,-0.394579,0.153918,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161331,-0.179663,0.0347702,0.215408,-0.396409,0.154511,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161337,-0.179725,0.0347702,0.215408,-0.396209,0.1564,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161277,-0.179744,0.0347702,0.215408,-0.398018,0.156987,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161342,-0.179786,0.0347702,0.215408,-0.396081,0.158236,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161282,-0.179806,0.0347702,0.215408,-0.397923,0.158834,-0.609502,0.204019,-0.28147,-0.124182
19,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04737,0.694285,-0.161287,-0.179867,0.0347702,0.215408,-0.397787,0.160702,-0.609502,0.204019,-0.28147,-0.124182
