time [s],fes_share [],exo_share [],kp_val [],kd_val [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.5,0.5,0,0,-0.651788,0.000152521,0.0907485,-0.0934885,-0.651788,0.000152523,0.0907496,-0.0934896,4.88732e-05,-5.10029e-08,-1.62569e-05,1.67477e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.004148,0.5,0.5,0,0,-0.651788,0.000152521,0.0907485,-0.0934884,-0.651788,0.000152523,0.0907496,-0.0934896,5.04001e-05,-5.25963e-08,-1.67648e-05,1.7271e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.005148,0.5,0.5,0,0,-0.651788,0.000152521,0.0907482,-0.0934881,-0.651788,0.000152523,0.0907496,-0.0934896,6.37112e-05,-6.64875e-08,-2.11925e-05,2.18324e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.006148,0.5,0.5,0,0,-0.651788,0.00015252,0.090748,-0.0934879,-0.651788,0.000152523,0.0907496,-0.0934896,7.5594e-05,-7.8888e-08,-2.51451e-05,2.59043e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.007148,0.5,0.5,0,0,-0.651788,0.00015252,0.0907477,-0.0934876,-0.651788,0.000152523,0.0907496,-0.0934896,8.76614e-05,-9.14814e-08,-2.91592e-05,3.00396e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.008148,0.5,0.5,0,0,-0.651787,0.000152519,0.0907474,-0.0934873,-0.651788,0.000152523,0.0907496,-0.0934896,9.9655e-05,-1.03998e-07,-3.31486e-05,3.41495e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.009148,0.5,0.5,0,0,-0.651787,0.000152519,0.0907471,-0.093487,-0.651788,0.000152523,0.0907496,-0.0934896,0.000112412,-1.1731e-07,-3.7392e-05,3.8521e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.010148,0.5,0.5,0,0,-0.651787,0.000152518,0.0907468,-0.0934867,-0.651788,0.000152523,0.0906968,-0.0935221,0.00012576,-1.3124e-07,0.000750764,0.000530303,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.011148,0.5,0.5,0,0,-0.651787,0.000152518,0.0907466,-0.0934865,-0.651788,0.000152523,0.0906968,-0.0935221,0.000137741,-1.43744e-07,0.000746778,0.000534408,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.012149,0.5,0.5,0,0,-0.651787,0.000152518,0.0907463,-0.0934862,-0.651788,0.000152523,0.0906968,-0.0935221,0.000149144,-1.55643e-07,0.000742985,0.000538316,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.013149,0.5,0.5,0,0,-0.651787,0.000152517,0.090746,-0.0934859,-0.651788,0.000152523,0.0906968,-0.0935221,0.000161913,-1.68969e-07,0.000738738,0.000542691,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.014149,0.5,0.5,0,0,-0.651787,0.000152517,0.0907458,-0.0934856,-0.651788,0.000152523,0.0906968,-0.0935221,0.000173784,-1.81356e-07,0.000734789,0.000546759,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.01515,0.5,0.5,0,0,-0.651787,0.000152516,0.0907455,-0.0934853,-0.651788,0.000152523,0.0906968,-0.0935221,0.000186023,-1.9413e-07,0.000730718,0.000550954,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.01615,0.5,0.5,0,0,-0.651786,0.000152516,0.0907452,-0.0934851,-0.651788,0.000152523,0.0906968,-0.0935221,0.000198263,-2.06903e-07,0.000726647,0.000555148,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.01715,0.5,0.5,0,0,-0.651786,0.000152515,0.090745,-0.0934848,-0.651788,0.000152523,0.0906968,-0.0935221,0.000210774,-2.19959e-07,0.000722485,0.000559435,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.01815,0.5,0.5,0,0,-0.651786,0.000152515,0.0907447,-0.0934845,-0.651788,0.000152523,0.0906968,-0.0935221,0.000222878,-2.32591e-07,0.000718459,0.000563583,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.01915,0.5,0.5,0,0,-0.651786,0.000152514,0.0907444,-0.0934842,-0.651788,0.000152523,0.0906439,-0.0935546,0.000235389,-2.45647e-07,0.00150692,0.0010551,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.02015,0.5,0.5,0,0,-0.651786,0.000152514,0.0907441,-0.0934839,-0.651788,0.000152523,0.0906439,-0.0935546,0.000247432,-2.58214e-07,0.00150291,0.00105923,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.02115,0.5,0.5,0,0,-0.651786,0.000152513,0.0907438,-0.0934836,-0.651788,0.000152523,0.0906439,-0.0935546,0.000261913,-2.73326e-07,0.00149809,0.00106419,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
