fes_share,elbow_rms_torque,forearm_rms_torque,wrist_fe_rms_torque,wrist_ru_rms_torque,elbow_max_torque,forearm_max_torque,wrist_fe_max_torque,wrist_ru_max_torque,elbow_rms_error,forearm_rms_error,wrist_fe_rms_error,wrist_ru_rms_error
0,1.05267804222026,0.18451725639784,0.219259165546523,0.427505784151952,2.62589,0.268484,0.169617,0.71501,0.0119657201768713,0.007610189990533,0.0146326912668897,0.0285102677000124
0,1.17738213377197,0.185273187107925,0.172405187420236,0.412192071534977,2.44073,0.271962,0.315845,0.853862,0.013355446891419,0.00772666503837656,0.0115156716123251,0.0274947343459993
0,1.34144765698495,0.183903572739922,0.20823685125032,0.507189258421175,3.1695,0.267358,0.278216,0.967563,0.0148570682182631,0.00756299762809165,0.0139040565324471,0.0338274088031146
0,1.22084405688222,0.195005335684646,0.170431494600275,0.470407635417265,2.81322,0.215059,0.267189,0.846464,0.0136393668430262,0.00785758728097836,0.0113822922521178,0.0313738489763341
0.1,0.889522945728947,0.186578281109704,0.155358920975357,0.178948280447786,1.62804,0.242863,0.117398,0.367635,0.0108106428582318,0.00774487639290593,0.0103839853456908,0.0119693758898293
0.1,1.07057013603351,0.196642037568941,0.120916594691014,0.194974710777047,1.52746,0.292671,0.273322,0.373658,0.0123965477315393,0.00805091760450818,0.00810488964790651,0.0130336655841464
0.1,1.12024525049466,0.181517862626596,0.141087762060711,0.201077681344052,1.33831,0.257786,0.239785,0.426329,0.0129105016511635,0.00752430456268742,0.00943588936247675,0.013440963698085
0.1,0.86134502105556,0.184313056853039,0.126303262350443,0.203341306313129,1.70006,0.245845,0.214116,0.449381,0.0106039608555598,0.00754023638294921,0.00845246884159083,0.0135823346692628
0.2,0.775897293801012,0.181535846938055,0.156209205608964,0.208774116405022,1.645,0.250424,0.219654,0.336653,0.00960959157924718,0.00753843018479,0.0104414702887081,0.0139373414969538
0.2,0.879462941035284,0.176288482979948,0.119313898249624,0.211121119350198,1.54033,0.298361,0.234043,0.486838,0.0106220034345569,0.00731446662166739,0.00799091595473058,0.0141063187682435
0.2,1.00597052011841,0.184113023391028,0.140068636780584,0.281632618185029,2.2421,0.244338,0.245446,0.536139,0.0119894841225156,0.00756635821548313,0.00938026118569082,0.0188000211010878
0.2,0.797648050420556,0.196509527260152,0.129737241286731,0.208658113439626,1.47016,0.307116,0.160141,0.465203,0.00995338477199749,0.00795323403757392,0.00868280351975892,0.0139449826576205
0.3,0.778830687754613,0.174742652132616,0.140579832045978,0.191994454159811,1.62268,0.238494,0.162253,0.381948,0.00991728866933327,0.00732784547326486,0.00940249869358623,0.0128405579707958
0.3,0.762329503726674,0.170692662103643,0.122608344593456,0.202292360490039,1.52457,0.254079,0.271139,0.491495,0.00939832482175417,0.00707573292752908,0.00822208694519402,0.0135308559124783
0.3,0.880648137671995,0.175247087200658,0.126409120835016,0.346395363354862,2.18749,0.237963,0.27808,0.728667,0.0105341228688179,0.00720106987648715,0.00846400090480223,0.0230998094681257
