time [s],fes_share [],exo_share [],kp_val [],kd_val [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.5,0.5,0.25,0.0625,-0.669326,0.0260812,0.070907,-0.0885967,-0.669327,0.0260814,0.0709076,-0.0885975,4.9554e-05,-0.000640489,-9.01552e-06,1.12647e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.00301,0.5,0.5,0.25,0.0625,-0.669326,0.0260812,0.0709069,-0.0885967,-0.669327,0.0260814,0.0709076,-0.0885975,5.17352e-05,-0.000640762,-9.41237e-06,1.17605e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.004063,0.5,0.5,0.25,0.0625,-0.669326,0.0260811,0.0709065,-0.0885962,-0.669327,0.0260814,0.0708548,-0.0886305,8.64775e-05,-0.000645102,0.000825668,0.000546463,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.005424,0.5,0.5,0.25,0.0625,-0.669326,0.0260808,0.0709059,-0.0885954,-0.669327,0.0260814,0.0708548,-0.0886305,0.000134835,-0.000651142,0.00081687,0.000557456,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.008169,0.5,0.5,0.25,0.0625,-0.669325,0.0260807,0.0709057,-0.0885951,-0.669327,0.0260814,0.0708174,-0.0887824,0.000156807,-0.000653887,0.00143293,0.00287731,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.009178,0.5,0.5,0.25,0.0625,-0.669325,0.0260807,0.0709056,-0.088595,-0.669327,0.0260814,0.0708174,-0.0887824,0.000163649,-0.000654742,0.00143169,0.00287886,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.010553,0.5,0.5,0.25,0.0625,-0.669325,0.0260806,0.0709053,-0.0885947,-0.669327,0.0260814,0.0707646,-0.0888154,0.00018694,-0.000657651,0.00228398,0.00342039,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.011574,0.5,0.5,0.25,0.0625,-0.669325,0.0260805,0.0709051,-0.0885944,-0.669327,0.0260814,0.0707646,-0.0888154,0.000202631,-0.000659611,0.00228112,0.00342396,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.012709,0.5,0.5,0.25,0.0625,-0.669325,0.0260805,0.0709049,-0.0885941,-0.669327,0.0260814,0.0707646,-0.0888154,0.000222843,-0.000662136,0.00227745,0.00342855,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
0.01371,0.5,0.5,0.25,0.0625,-0.669325,0.0260804,0.0709046,-0.0885938,-0.669327,0.0260814,0.0707646,-0.0888154,0.000240962,-0.000664399,0.00227415,0.00343267,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
