time [s],fes_share [],exo_share [],kp_val [],kd_val [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
5.07363,0.5,0.5,0,0,-1.22104,-0.0767649,0.0441874,-0.299945,-1.19326,-0.0654324,0.0479534,-0.267767,-2.77787,-0.317309,-0.0564902,-0.482673,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.07468,0.5,0.5,0,0,-1.221,-0.0767649,0.0441175,-0.299905,-1.19326,-0.0654324,0.0479534,-0.267767,-2.77321,-0.317309,-0.0575389,-0.482073,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.07568,0.5,0.5,0,0,-1.22095,-0.0767649,0.0440472,-0.299865,-1.19326,-0.0654324,0.0479534,-0.267767,-2.76854,-0.317309,-0.0585937,-0.481471,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.07668,0.5,0.5,0,0,-1.2209,-0.0767649,0.0439797,-0.299826,-1.19326,-0.0654324,0.0479534,-0.267767,-2.76405,-0.317309,-0.0596057,-0.480892,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.07768,0.5,0.5,0,0,-1.22086,-0.0767649,0.0439116,-0.299788,-1.19326,-0.0654324,0.0479534,-0.267767,-2.75952,-0.317309,-0.0606269,-0.480309,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.07868,0.5,0.5,0,0,-1.22081,-0.0767649,0.0438436,-0.299749,-1.19326,-0.0654324,0.0479534,-0.267767,-2.75499,-0.317309,-0.061647,-0.479726,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.07968,0.5,0.5,0,0,-1.22077,-0.0767649,0.0437766,-0.29971,-1.19326,-0.0654324,0.0479534,-0.267767,-2.75053,-0.317309,-0.0626519,-0.479151,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.08068,0.5,0.5,0,0,-1.22072,-0.0767649,0.0437078,-0.299671,-1.19326,-0.0654324,0.0479534,-0.267767,-2.74596,-0.317309,-0.0636843,-0.478561,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.08168,0.5,0.5,0,0,-1.22068,-0.0767649,0.0436405,-0.299633,-1.19326,-0.0654324,0.0479534,-0.267767,-2.74148,-0.317309,-0.0646942,-0.477984,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
5.08268,0.5,0.5,0,0,-1.22063,-0.0767649,0.0435733,-0.299594,-1.19326,-0.0654324,0.0479534,-0.267767,-2.73701,-0.317309,-0.0657022,-0.477408,0,0,0,0,0,0,0,0,0,0,0,0,65,65,45,45,45,45,0,45
