Time (s),anat_pos_1,anat_pos_2,anat_pos_3,anat_pos_4,anat_pos_5,robo_pos_1,robo_pos_2,robo_pos_3,robo_pos_4,robo_pos_5,anat_vel_1,anat_vel_2,anat_vel_3,anat_vel_4,anat_vel_5,robo_vel_1,robo_vel_2,robo_vel_3,robo_vel_4,robo_vel_5
1.39221,-0.346189,-0.0142355,-0.164218,-0.212699,0.108791,-0.346189,-0.0142355,0.130323,0.122755,0.109729,0,0,0.0199262,-0.00609158,-0.00049626,0,0,0,-0.00144994,0
1.39322,-0.346189,-0.0142355,-0.164089,-0.212675,0.108792,-0.346189,-0.0142355,0.130323,0.12275,0.109734,0,0,0.0174173,-0.00532583,-0.000433825,0,0,0,-0.0012674,0
1.39489,-0.346189,-0.0142355,-0.164089,-0.212675,0.108792,-0.346189,-0.0142355,0.130323,0.12275,0.109734,0,0,0.0174173,-0.00532583,-0.000433825,0,0,0,-0.0012674,0
1.39589,-0.346189,-0.0142355,-0.164027,-0.212694,0.10879,-0.346189,-0.0142355,0.130323,0.122746,0.109734,0,0,0.0175396,-0.00536346,-0.000436879,0,0,0,-0.00127627,0
1.3969,-0.346189,-0.0142355,-0.164027,-0.212694,0.10879,-0.346189,-0.0142355,0.130323,0.122746,0.109734,0,0,0.0175396,-0.00536346,-0.000436879,0,0,0,-0.00127627,0
1.39789,-0.346189,-0.0142355,-0.164027,-0.212694,0.10879,-0.346189,-0.0142355,0.130323,0.122746,0.109734,0,0,0.0175396,-0.00536346,-0.000436879,0,0,0,-0.00127627,0
1.39889,-0.346189,-0.0142355,-0.164027,-0.212694,0.10879,-0.346189,-0.0142355,0.130323,0.122746,0.109734,0,0,0.0175396,-0.00536346,-0.000436879,0,0,0,-0.00127627,0
1.39989,-0.346189,-0.0142355,-0.163965,-0.212713,0.108789,-0.346189,-0.0142355,0.130323,0.122741,0.109734,0,0,0.0163857,-0.00501088,-0.000408148,0,0,0,-0.00119229,0
1.40089,-0.346189,-0.0142355,-0.163965,-0.212713,0.108789,-0.346189,-0.0142355,0.130323,0.122741,0.109734,0,0,0.0163857,-0.00501088,-0.000408148,0,0,0,-0.00119229,0
1.40189,-0.346189,-0.0142355,-0.163965,-0.212713,0.108789,-0.346189,-0.0142355,0.130323,0.122741,0.109734,0,0,0.0163857,-0.00501088,-0.000408148,0,0,0,-0.00119229,0
1.4029,-0.346189,-0.0142355,-0.163965,-0.212713,0.108789,-0.346189,-0.0142355,0.130323,0.122741,0.109734,0,0,0.0163857,-0.00501088,-0.000408148,0,0,0,-0.00119229,0
1.4039,-0.346189,-0.0142355,-0.163904,-0.212731,0.108787,-0.346189,-0.0142355,0.130323,0.122737,0.109734,0,0,0.0158637,-0.00485146,-0.000395153,0,0,0,-0.00115427,0
1.40559,-0.346189,-0.0142355,-0.163904,-0.212731,0.108787,-0.346189,-0.0142355,0.130323,0.122737,0.109734,0,0,0.0158637,-0.00485146,-0.000395153,0,0,0,-0.00115427,0
1.40656,-0.346189,-0.0142355,-0.163904,-0.212731,0.108787,-0.346189,-0.0142355,0.130323,0.122737,0.109734,0,0,0.0158637,-0.00485146,-0.000395153,0,0,0,-0.00115427,0
1.40756,-0.346189,-0.0142355,-0.163904,-0.212731,0.108787,-0.346189,-0.0142355,0.130323,0.122737,0.109734,0,0,0.0158637,-0.00485146,-0.000395153,0,0,0,-0.00115427,0
1.40856,-0.346189,-0.0142355,-0.163904,-0.212731,0.108787,-0.346189,-0.0142355,0.130323,0.122737,0.109734,0,0,0.0158637,-0.00485146,-0.000395153,0,0,0,-0.00115427,0
1.40956,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41057,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41156,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41257,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41356,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41457,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41559,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41658,-0.346189,-0.0142355,-0.163842,-0.21275,0.108786,-0.346189,-0.0142355,0.130323,0.122732,0.109734,0,0,0.0149145,-0.0045614,-0.000371517,0,0,0,-0.00108519,0
1.41757,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.41857,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.41957,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.42058,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.42157,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.42257,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.42358,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.42458,-0.346189,-0.0142355,-0.163781,-0.212769,0.108784,-0.346189,-0.0142355,0.130323,0.122728,0.109734,0,0,0.0112199,-0.00343162,-0.000279492,0,0,0,-0.000816349,0
1.42558,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.42658,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.42759,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.42862,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.42958,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.43058,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.43158,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.43258,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.43358,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.43459,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.43559,-0.346189,-0.0142355,-0.163719,-0.212788,0.108783,-0.346189,-0.0142355,0.130323,0.122723,0.109734,0,0,0.00950743,-0.002908,-0.000236839,0,0,0,-0.000691737,0
1.4366,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.43759,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4386,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.43959,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.44059,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.44159,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4426,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.44362,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4446,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4456,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4466,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4476,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.4486,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.44961,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.45061,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.45161,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.45261,-0.346189,-0.0142355,-0.163658,-0.212807,0.108781,-0.346189,-0.0142355,0.130323,0.122719,0.109734,0,0,0.00741389,-0.00226777,-0.000184691,0,0,0,-0.000539405,0
1.45361,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.45463,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.45567,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.45663,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.45762,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.45862,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.45962,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46063,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46162,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46263,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46362,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46462,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46563,-0.346189,-0.0142355,-0.163596,-0.212826,0.10878,-0.346189,-0.0142355,0.130323,0.122715,0.109734,0,0,0.00553571,-0.00169335,-0.000137906,0,0,0,-0.000402747,0
1.46663,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.46762,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.46863,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.46963,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47063,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47164,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47263,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47365,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47464,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47564,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47664,-0.346189,-0.0142355,-0.163534,-0.212844,0.108778,-0.346189,-0.0142355,0.130323,0.12271,0.109734,0,0,0.00505292,-0.00154574,-0.000125881,0,0,0,-0.000367614,0
1.47764,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.47864,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.47964,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.48064,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.48165,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.48264,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.48365,-0.346189,-0.0142355,-0.163473,-0.212863,0.108776,-0.346189,-0.0142355,0.130323,0.122706,0.109734,0,0,0.00475409,-0.0014544,-0.000118439,0,0,0,-0.000345866,0
1.48465,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.48565,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.48665,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.48765,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.48866,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.48965,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49065,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49165,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49266,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49366,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49466,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49566,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49666,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49766,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.49866,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.50064,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.50377,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.50424,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.50523,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.50676,-0.346189,-0.0142355,-0.163411,-0.212882,0.108775,-0.346189,-0.0142355,0.130323,0.122701,0.109734,0,0,0.00515769,-0.00157795,-0.000128497,0,0,0,-0.000375221,0
1.50746,-0.346189,-0.0142355,-0.16335,-0.212901,0.108773,-0.346189,-0.0142355,0.130323,0.122697,0.109734,0,0,0.00455454,-0.00139348,-0.000113473,0,0,0,-0.000331335,0
1.50926,-0.346189,-0.0142355,-0.16335,-0.212901,0.108773,-0.346189,-0.0142355,0.130323,0.122697,0.109734,0,0,0.00455454,-0.00139348,-0.000113473,0,0,0,-0.000331335,0
1.51054,-0.346189,-0.0142355,-0.16335,-0.212901,0.108773,-0.346189,-0.0142355,0.130323,0.122697,0.109734,0,0,0.00455454,-0.00139348,-0.000113473,0,0,0,-0.000331335,0
1.51227,-0.346189,-0.0142355,-0.16335,-0.212901,0.108773,-0.346189,-0.0142355,0.130323,0.122697,0.109734,0,0,0.00455454,-0.00139348,-0.000113473,0,0,0,-0.000331335,0
1.51327,-0.346189,-0.0142355,-0.16335,-0.212901,0.108773,-0.346189,-0.0142355,0.130323,0.122697,0.109734,0,0,0.00455454,-0.00139348,-0.000113473,0,0,0,-0.000331335,0
1.51514,-0.346189,-0.0142355,-0.16335,-0.212901,0.108773,-0.346189,-0.0142355,0.130323,0.122697,0.109734,0,0,0.00455454,-0.00139348,-0.000113473,0,0,0,-0.000331335,0
1.5158,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.5168,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.5178,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.5188,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.51982,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.5208,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.5218,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.52374,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.52551,-0.346189,-0.0142355,-0.163282,-0.212858,0.108775,-0.346189,-0.0142355,0.130323,0.122697,0.109738,0,0,0.00455437,-0.00139368,-0.000113479,0,0,0,-0.000331335,0
1.526,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.52777,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.52873,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.53065,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.53149,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.5325,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.53567,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.53727,-0.346189,-0.0142355,-0.16322,-0.212877,0.108774,-0.346189,-0.0142355,0.130323,0.122692,0.109738,0,0,0.00417313,-0.00127708,-0.000103982,0,0,0,-0.000303592,0
1.53901,-0.346189,-0.0142355,-0.163159,-0.212896,0.108772,-0.346189,-0.0142355,0.130323,0.122688,0.109738,0,0,0.00409093,-0.00125199,-0.000101936,0,0,0,-0.000297606,0
