time [s],fes_share [],exo_share [],kp_val [],kd_val [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
5.02494,0.5,0.5,0,0,-1.18499,-0.132121,0.0264968,0.102045,-1.16577,-0.121459,0.0326935,0.0558937,-1.90586,-0.300263,-0.0929529,0.692287,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.02594,0.5,0.5,0,0,-1.18495,-0.132147,0.026508,0.102045,-1.16577,-0.121459,0.0326935,0.0558937,-1.94646,-0.298305,-0.0927821,0.692267,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.02694,0.5,0.5,0,0,-1.18491,-0.132174,0.0265199,0.102045,-1.16577,-0.121459,0.0326935,0.0558937,-1.8874,-0.300384,-0.0926047,0.692282,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.02794,0.5,0.5,0,0,-1.18488,-0.132199,0.0265308,0.102045,-1.16577,-0.121459,0.0326935,0.0558937,-1.92893,-0.300676,-0.0924401,0.692273,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.02894,0.5,0.5,0,0,-1.18484,-0.132225,0.0265422,0.102045,-1.16577,-0.121459,0.0326441,0.0558582,-1.89677,-0.301316,-0.091529,0.69281,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.02994,0.5,0.5,0,0,-1.18481,-0.13225,0.0265535,0.102045,-1.16577,-0.121459,0.0326441,0.0558582,-1.90728,-0.302301,-0.0897785,0.693945,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03094,0.5,0.5,0,0,-1.18477,-0.132276,0.0265649,0.102045,-1.16577,-0.121459,0.0326441,0.0558582,-1.89937,-0.302763,-0.0898333,0.693782,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03194,0.5,0.5,0,0,-1.18474,-0.132302,0.0265763,0.102045,-1.16585,-0.121459,0.0326441,0.0558582,-1.60158,-0.303682,-0.0916371,0.692364,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03294,0.5,0.5,0,0,-1.1847,-0.132328,0.0265877,0.102045,-1.16585,-0.121459,0.0326441,0.0558582,-1.64169,-0.304294,-0.0906966,0.692916,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03394,0.5,0.5,0,0,-1.18466,-0.132354,0.0265991,0.102045,-1.16585,-0.121459,0.0326441,0.0558582,-1.99279,-0.305068,-0.0905906,0.69287,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03494,0.5,0.5,0,0,-1.18463,-0.13238,0.0266107,0.102045,-1.16585,-0.121459,0.0326441,0.0558582,-1.85185,-0.305797,-0.0906607,0.692694,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03594,0.5,0.5,0,0,-1.18459,-0.132406,0.026622,0.102045,-1.16585,-0.121459,0.0326375,0.0559226,-1.85879,-0.306507,-0.0900862,0.691948,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03694,0.5,0.5,0,0,-1.18456,-0.132432,0.0266333,0.102045,-1.16585,-0.121459,0.0326375,0.0559226,-1.89987,-0.307246,-0.0899504,0.689702,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03794,0.5,0.5,0,0,-1.18452,-0.132458,0.0266447,0.102045,-1.16585,-0.121459,0.0326375,0.0559226,-1.84087,-0.30796,-0.089652,0.690111,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03894,0.5,0.5,0,0,-1.18448,-0.132484,0.0266561,0.102045,-1.16585,-0.121459,0.0326375,0.0559226,-1.88215,-0.308694,-0.0898259,0.692637,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.03994,0.5,0.5,0,0,-1.18445,-0.13251,0.0266675,0.102045,-1.16585,-0.121459,0.0326375,0.0559226,-1.85014,-0.309414,-0.0895273,0.691648,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.04094,0.5,0.5,0,0,-1.18441,-0.132536,0.026679,0.102045,-1.16585,-0.121459,0.0326375,0.0559226,-1.86047,-0.310149,-0.0893585,0.691736,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.04194,0.5,0.5,0,0,-1.18438,-0.132562,0.0266903,0.102045,-1.16585,-0.12151,0.0326375,0.0559226,-1.85267,-0.27693,-0.0892372,0.692044,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.04294,0.5,0.5,0,0,-1.18434,-0.132589,0.0267022,0.102045,-1.16585,-0.12151,0.0326375,0.0559226,-1.848,-0.282334,-0.0890024,0.691656,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.04394,0.5,0.5,0,0,-1.1843,-0.132614,0.0267133,0.102045,-1.16585,-0.12151,0.0326375,0.0559226,-1.84729,-0.32367,-0.0888804,0.691972,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.04494,0.5,0.5,0,0,-1.18427,-0.13264,0.0267247,0.102045,-1.16585,-0.12151,0.0326375,0.0559226,-1.84088,-0.308557,-0.0886818,0.691771,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
5.04594,0.5,0.5,0,0,-1.18423,-0.132666,0.026736,0.102045,-1.16585,-0.12151,0.0326375,0.0559226,-1.83937,-0.31061,-0.0885254,0.69187,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,30
