stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265525,-0.214715,-0.992656,0.0142355,-0.0558915,-0.706269
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265586,-0.214688,-0.992656,0.0142355,-0.0568011,-0.706668
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
23,30,-1.22173,0,0.261799,-0.261799,-1.2118,-0.00050841,0.265501,-0.214654,-0.992656,0.0142355,-0.0555245,-0.707176
