stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
0,0,-1.22173,-1.22173,0.261799,0,-1.21531,-1.19802,0.236814,-0.0413144,-0.641886,-0.663947,0.374786,0.619716
