time [s],fes_share [],exo_share [],kp_val [],kd_val [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
5.00687,0.5,0.5,0,0,-1.22105,-0.0767649,0.056571,-0.232667,-1.1924,-0.0674152,0.0607443,-0.19258,-2.86462,-0.260047,-0.0626,-0.601308,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.00787,0.5,0.5,0,0,-1.22101,-0.0767649,0.0565236,-0.232635,-1.1924,-0.0674152,0.0607443,-0.19258,-2.86009,-0.265053,-0.0633113,-0.600823,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.00891,0.5,0.5,0,0,-1.22096,-0.0767649,0.0564739,-0.232601,-1.1924,-0.0674152,0.0607443,-0.19258,-2.85536,-0.258783,-0.0640561,-0.600315,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.00991,0.5,0.5,0,0,-1.22091,-0.0767649,0.0564264,-0.232569,-1.1924,-0.0674152,0.0607443,-0.19258,-2.85082,-0.263883,-0.0647696,-0.599829,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01091,0.5,0.5,0,0,-1.22087,-0.0767649,0.0563792,-0.232537,-1.1924,-0.0674152,0.0607443,-0.19258,-2.84632,-0.260642,-0.0654767,-0.599347,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01191,0.5,0.5,0,0,-1.22082,-0.0767649,0.0563319,-0.232504,-1.1924,-0.0674152,0.0607443,-0.19258,-2.84181,-0.262241,-0.0661859,-0.598863,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01291,0.5,0.5,0,0,-1.22078,-0.0767649,0.0562846,-0.232472,-1.1924,-0.0674152,0.0607443,-0.19258,-2.83729,-0.261751,-0.0668958,-0.598379,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01391,0.5,0.5,0,0,-1.22073,-0.0767649,0.0562372,-0.23244,-1.1924,-0.0674152,0.0607443,-0.19258,-2.83277,-0.261651,-0.0676065,-0.597895,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01491,0.5,0.5,0,0,-1.22069,-0.0767649,0.0561898,-0.232407,-1.1924,-0.0674152,0.0607443,-0.19258,-2.82825,-0.261968,-0.0683178,-0.59741,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01591,0.5,0.5,0,0,-1.22064,-0.0767649,0.0561424,-0.232375,-1.1924,-0.0674152,0.0607443,-0.19258,-2.82372,-0.261647,-0.0690292,-0.596925,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01691,0.5,0.5,0,0,-1.2206,-0.0767649,0.0560948,-0.232343,-1.1924,-0.0674152,0.0607443,-0.19258,-2.81918,-0.261883,-0.0697433,-0.596438,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01791,0.5,0.5,0,0,-1.22055,-0.0767649,0.0560476,-0.232311,-1.1924,-0.0674152,0.0607443,-0.19258,-2.81468,-0.261746,-0.0704511,-0.595955,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01891,0.5,0.5,0,0,-1.2205,-0.0767649,0.0559993,-0.232278,-1.1924,-0.0674152,0.0607443,-0.19258,-2.81007,-0.261805,-0.071176,-0.595461,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.01991,0.5,0.5,0,0,-1.22046,-0.0767649,0.0559523,-0.232246,-1.1924,-0.0674152,0.0607443,-0.19258,-2.80559,-0.261794,-0.0718802,-0.59498,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02091,0.5,0.5,0,0,-1.22041,-0.0767649,0.0559049,-0.232213,-1.1924,-0.0674152,0.0607443,-0.19258,-2.80107,-0.261782,-0.0725909,-0.594496,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02191,0.5,0.5,0,0,-1.22037,-0.0767649,0.0558572,-0.232181,-1.1924,-0.0674152,0.0607443,-0.19258,-2.79651,-0.2618,-0.0733072,-0.594007,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02291,0.5,0.5,0,0,-1.22032,-0.0767649,0.0558101,-0.232149,-1.1924,-0.0674152,0.0607443,-0.19258,-2.79202,-0.261784,-0.0740129,-0.593526,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02391,0.5,0.5,0,0,-1.22028,-0.0767649,0.0557628,-0.232116,-1.1924,-0.0674152,0.0607443,-0.19258,-2.7875,-0.261795,-0.0747228,-0.593042,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02491,0.5,0.5,0,0,-1.22023,-0.0767649,0.0557153,-0.232084,-1.1924,-0.0674152,0.0607443,-0.19258,-2.78297,-0.261789,-0.0754356,-0.592556,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02591,0.5,0.5,0,0,-1.22019,-0.0767649,0.0556679,-0.232052,-1.1924,-0.0674152,0.0607443,-0.19258,-2.77845,-0.261791,-0.0761462,-0.592072,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02691,0.5,0.5,0,0,-1.22014,-0.0767649,0.0556206,-0.232019,-1.1924,-0.067466,0.0607443,-0.19258,-2.77393,-0.227883,-0.0768561,-0.591588,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02791,0.5,0.5,0,0,-1.2201,-0.0767649,0.0555731,-0.231987,-1.1924,-0.067466,0.0607443,-0.19258,-2.7694,-0.232527,-0.0775689,-0.591102,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02891,0.5,0.5,0,0,-1.22005,-0.0767649,0.0555259,-0.231955,-1.1924,-0.067466,0.0607443,-0.19258,-2.7649,-0.273113,-0.0782767,-0.590619,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
5.02991,0.5,0.5,0,0,-1.22001,-0.0767649,0.0554784,-0.231922,-1.1924,-0.067466,0.0607443,-0.19258,-2.76036,-0.257291,-0.0789895,-0.590133,0,0,0,0,0,0,0,0,0,0,0,0,55,60,40,30,40,40,30,40
