time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.6,0.4,-0.623154,-0.000406723,0.168495,-0.076693,-0.623154,-0.000406728,0.168497,-0.0766939,5.78026e-06,5.35669e-08,-1.18883e-05,5.41111e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004077,0.6,0.4,-0.623154,-0.000406723,0.168495,-0.076693,-0.623154,-0.000406728,0.168497,-0.0766939,5.97698e-06,5.539e-08,-1.22929e-05,5.59527e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005095,0.6,0.4,-0.623154,-0.000406722,0.168495,-0.0766927,-0.623154,-0.000406728,0.168497,-0.0766939,7.54037e-06,6.98783e-08,-1.55083e-05,7.05882e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006095,0.6,0.4,-0.623154,-0.000406721,0.168494,-0.0766925,-0.623154,-0.000406728,0.168497,-0.0766939,9.00466e-06,8.34482e-08,-1.85199e-05,8.42959e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007184,0.6,0.4,-0.623154,-0.000406718,0.168493,-0.076692,-0.623154,-0.000406728,0.168445,-0.0767243,1.21033e-05,1.12164e-07,0.000289122,0.000193908,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008417,0.6,0.4,-0.623154,-0.000406717,0.168493,-0.0766918,-0.623154,-0.000406728,0.168393,-0.0767548,1.35839e-05,1.25885e-07,0.000600097,0.000377879,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.00995,0.6,0.4,-0.623154,-0.000406715,0.168492,-0.0766914,-0.623154,-0.000406728,0.16834,-0.0767852,1.57655e-05,1.46103e-07,0.000909635,0.000562513,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011058,0.6,0.4,-0.623154,-0.000406714,0.168492,-0.0766913,-0.623154,-0.000406728,0.16834,-0.0767852,1.69311e-05,1.56904e-07,0.000907238,0.000563604,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012061,0.6,0.4,-0.623154,-0.000406714,0.168491,-0.0766911,-0.623154,-0.000406728,0.16834,-0.0767852,1.78067e-05,1.65019e-07,0.000905437,0.000564424,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013061,0.6,0.4,-0.623154,-0.000406712,0.168491,-0.0766909,-0.623154,-0.000406728,0.16834,-0.0767852,1.92606e-05,1.78493e-07,0.000902447,0.000565785,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
