time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.3,0.7,-0.649354,0.000965969,0.129171,-0.0633988,-0.649355,0.00096598,0.129173,-0.0633995,3.04092e-05,-2.13693e-07,-5.29124e-05,-1.54149e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.003927,0.3,0.7,-0.649354,0.000965968,0.129171,-0.0633988,-0.649355,0.00096598,0.129173,-0.0633995,3.21603e-05,-2.25999e-07,-5.37939e-05,-1.49823e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004927,0.3,0.7,-0.649354,0.000965965,0.129171,-0.0633986,-0.649426,0.00096598,0.129173,-0.0633995,0.00505125,-2.82855e-07,-5.78668e-05,-1.29832e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006018,0.3,0.7,-0.649354,0.000965962,0.12917,-0.0633984,-0.649426,0.00096598,0.129173,-0.0633995,0.00505952,-3.40907e-07,-6.20255e-05,-1.09421e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007018,0.3,0.7,-0.649354,0.000965959,0.12917,-0.0633982,-0.649426,0.00096598,0.129173,-0.0633995,0.00506796,-4.00212e-07,-6.6274e-05,-8.85689e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008018,0.3,0.7,-0.649354,0.000965956,0.12917,-0.063398,-0.649426,0.00096598,0.129173,-0.0633995,0.00507687,-4.62879e-07,-7.07632e-05,-6.65352e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009018,0.3,0.7,-0.649353,0.000965954,0.129169,-0.0633978,-0.649426,0.00096598,0.129173,-0.0633995,0.00508376,-5.11303e-07,-7.42322e-05,-4.95091e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010018,0.3,0.7,-0.649353,0.000965951,0.129169,-0.0633976,-0.649426,0.00096598,0.129173,-0.0633995,0.00509194,-5.68786e-07,-7.835e-05,-2.92982e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011018,0.3,0.7,-0.649353,0.000965948,0.129168,-0.0633974,-0.649426,0.00096598,0.129173,-0.0633995,0.00510007,-6.25869e-07,-8.24393e-05,-9.22745e-07,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012018,0.3,0.7,-0.649353,0.000965945,0.129168,-0.0633972,-0.649426,0.00096598,0.129235,-0.0634282,0.00510832,-6.83864e-07,-0.000742995,0.000302219,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
