time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0,1,-0.798751,0.0672109,0.044572,-0.0141276,-0.798754,0.0672118,0.0445726,-0.0141278,0.000257915,-2.58333e-05,-4.42998e-05,1.9371e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004755,0,1,-0.798751,0.0672109,0.044572,-0.0141276,-0.798754,0.0672118,0.0445726,-0.0141278,0.000271201,-2.7164e-05,-4.47726e-05,1.95209e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005755,0,1,-0.798751,0.0672107,0.0445718,-0.0141275,-0.798754,0.0672118,0.0446301,-0.0141547,0.000325361,-3.25889e-05,-0.000920721,0.000429792,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006776,0,1,-0.79875,0.0672105,0.0445717,-0.0141275,-0.798754,0.0672118,0.0446301,-0.0141547,0.000382858,-3.83478e-05,-0.000922767,0.00043044,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007776,0,1,-0.79875,0.0672103,0.0445716,-0.0141274,-0.798754,0.0672118,0.0446875,-0.0141816,0.000439507,-4.40219e-05,-0.00180758,0.000844851,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008776,0,1,-0.798749,0.0672101,0.0445714,-0.0141274,-0.798754,0.0672118,0.0446944,-0.0142427,0.000495024,-4.95826e-05,-0.001945,0.00177614,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009777,0,1,-0.798748,0.0672099,0.0445713,-0.0141274,-0.798754,0.0672118,0.0446944,-0.0142427,0.000553143,-5.54039e-05,-0.00194707,0.0017768,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010777,0,1,-0.798748,0.0672097,0.0445712,-0.0141273,-0.798754,0.0672118,0.0447519,-0.0142696,0.000609282,-6.10269e-05,-0.00292881,0.00223661,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011777,0,1,-0.798747,0.0672095,0.044571,-0.0141273,-0.798754,0.0672118,0.0448094,-0.0142965,0.000663839,-6.64915e-05,-0.00399835,0.00273758,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012778,0,1,-0.798747,0.0672093,0.0445709,-0.0141272,-0.798754,0.0672118,0.0448163,-0.0143576,0.000723088,-7.2426e-05,-0.0041044,0.00365407,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013778,0,1,-0.798746,0.0672091,0.0445708,-0.0141272,-0.798754,0.0672118,0.0448738,-0.0143845,0.00077968,-7.80943e-05,-0.00502041,0.00408304,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014778,0,1,-0.798746,0.0672089,0.0445706,-0.0141271,-0.798754,0.0672118,0.0449312,-0.0144115,0.000833502,-8.34852e-05,-0.00591553,0.00450224,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015778,0,1,-0.798745,0.0672087,0.0445705,-0.0141271,-0.798754,0.0672118,0.0449312,-0.0144115,0.000890829,-8.92272e-05,-0.00591757,0.00450289,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016778,0,1,-0.798745,0.0672085,0.0445704,-0.0141271,-0.798754,0.0672118,0.0449887,-0.0144384,0.000946234,-9.47767e-05,-0.00669883,0.00486872,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
