time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.9,0.1,-0.730172,0.054856,0.178858,-0.0774735,-0.730175,0.0548575,0.178758,-0.0775358,3.17177e-05,-4.08338e-06,0.000150159,9.35073e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009022,0.9,0.1,-0.730172,0.054856,0.178858,-0.0774734,-0.730175,0.0548575,0.178758,-0.0775358,3.22167e-05,-4.14763e-06,0.000150047,9.35559e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010022,0.9,0.1,-0.730171,0.0548558,0.178857,-0.0774732,-0.730175,0.0548575,0.178758,-0.0775358,3.61047e-05,-4.64817e-06,0.000149173,9.39346e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011022,0.9,0.1,-0.730171,0.0548557,0.178857,-0.077473,-0.730175,0.0548575,0.178758,-0.0775358,3.95368e-05,-5.09002e-06,0.000148401,9.42689e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012022,0.9,0.1,-0.730171,0.0548555,0.178856,-0.0774727,-0.730175,0.0548575,0.178758,-0.0775358,4.30083e-05,-5.53695e-06,0.00014762,9.46071e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013022,0.9,0.1,-0.73017,0.0548553,0.178856,-0.0774725,-0.730175,0.0548575,0.178758,-0.0775358,4.66055e-05,-6.00006e-06,0.000146811,9.49574e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014022,0.9,0.1,-0.73017,0.0548552,0.178855,-0.0774723,-0.730175,0.0548575,0.178758,-0.0775358,5.02924e-05,-6.47472e-06,0.000145982,9.53166e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015023,0.9,0.1,-0.730169,0.054855,0.178855,-0.077472,-0.730175,0.0548575,0.178758,-0.0775358,5.37819e-05,-6.92396e-06,0.000145198,9.56565e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016023,0.9,0.1,-0.730169,0.0548548,0.178854,-0.0774718,-0.730175,0.0548575,0.178758,-0.0775358,5.74222e-05,-7.39261e-06,0.000144379,9.6011e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.017023,0.9,0.1,-0.730169,0.0548547,0.178853,-0.0774716,-0.730175,0.0548575,0.178758,-0.0775358,6.09835e-05,-7.8511e-06,0.000143578,9.63579e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.018023,0.9,0.1,-0.730168,0.0548545,0.178853,-0.0774713,-0.730175,0.0548575,0.178758,-0.0775358,6.45555e-05,-8.31097e-06,0.000142775,9.67059e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.019024,0.9,0.1,-0.730168,0.0548543,0.178852,-0.0774711,-0.730175,0.0548575,0.178705,-0.0775659,6.81383e-05,-8.77223e-06,0.000220617,0.000142267,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.020024,0.9,0.1,-0.730168,0.0548542,0.178852,-0.0774709,-0.730175,0.0548575,0.178705,-0.0775659,7.17212e-05,-9.23349e-06,0.000219811,0.000142616,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
