time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.8,0.2,-0.710699,0.058922,0.217375,-0.090389,-0.710775,0.0589248,0.217385,-0.0903932,0.00152566,-1.5525e-05,-4.28708e-05,6.13242e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016253,0.8,0.2,-0.710698,0.0589218,0.217375,-0.0903887,-0.710775,0.0589248,0.217385,-0.0903932,0.00153225,-1.66132e-05,-4.50215e-05,7.02673e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.017745,0.8,0.2,-0.710698,0.0589216,0.217374,-0.0903884,-0.710775,0.0589248,0.217385,-0.0903932,0.00153812,-1.75833e-05,-4.69387e-05,7.82394e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.018746,0.8,0.2,-0.710698,0.0589214,0.217373,-0.090388,-0.710775,0.0589248,0.217385,-0.0903932,0.0015467,-1.90021e-05,-4.97428e-05,8.98997e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.019751,0.8,0.2,-0.710698,0.0589213,0.217373,-0.0903878,-0.710775,0.0589248,0.217385,-0.0903932,0.00155037,-1.96078e-05,-5.09398e-05,9.48771e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.020751,0.8,0.2,-0.710697,0.0589211,0.217372,-0.0903876,-0.710775,0.0589248,0.217385,-0.0903932,0.00155631,-2.05898e-05,-5.27614e-05,1.03595e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.021751,0.8,0.2,-0.710697,0.0589209,0.217371,-0.0903873,-0.710775,0.0589248,0.217385,-0.0903932,0.00156217,-2.15588e-05,-5.43443e-05,1.13366e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.022751,0.8,0.2,-0.710697,0.0589207,0.217371,-0.090387,-0.710775,0.0589248,0.217385,-0.0903932,0.00156843,-2.25925e-05,-5.60727e-05,1.2357e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.023751,0.8,0.2,-0.710696,0.0589205,0.21737,-0.0903868,-0.710775,0.0589248,0.217385,-0.0903932,0.00157443,-2.35844e-05,-5.77349e-05,1.33342e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.024751,0.8,0.2,-0.710696,0.0589204,0.217369,-0.0903865,-0.710775,0.0589248,0.217385,-0.0903932,0.00158033,-2.45594e-05,-5.9379e-05,1.42893e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
