time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.5,0.5,-0.717932,0.0172857,0.0657136,-0.0340286,-0.717934,0.017286,0.0656635,-0.0340625,7.74007e-05,-3.49893e-06,0.000375592,0.000254535,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004974,0.5,0.5,-0.717932,0.0172857,0.0657135,-0.0340286,-0.717934,0.017286,0.0656635,-0.0340625,7.93981e-05,-3.58922e-06,0.000375409,0.00025463,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005974,0.5,0.5,-0.717932,0.0172856,0.0657133,-0.0340284,-0.717934,0.017286,0.0656635,-0.0340625,9.76328e-05,-4.41352e-06,0.00037373,0.0002555,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006974,0.5,0.5,-0.717931,0.0172856,0.0657131,-0.0340283,-0.717934,0.017286,0.0656124,-0.0340959,0.000114547,-5.17812e-06,0.000754902,0.00050716,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007974,0.5,0.5,-0.717931,0.0172855,0.0657129,-0.0340282,-0.717934,0.017286,0.0656124,-0.0340959,0.000130123,-5.88227e-06,0.000753468,0.000507903,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008974,0.5,0.5,-0.717931,0.0172855,0.0657127,-0.0340281,-0.717934,0.017286,0.0655614,-0.0341294,0.000145571,-6.5806e-06,0.00113479,0.000759503,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009974,0.5,0.5,-0.71793,0.0172854,0.0657125,-0.034028,-0.717934,0.017286,0.0655104,-0.0341628,0.000160568,-7.25854e-06,0.00151616,0.00101109,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010974,0.5,0.5,-0.71793,0.0172854,0.0657123,-0.0340279,-0.717934,0.017286,0.0655104,-0.0341628,0.000178561,-8.07192e-06,0.0015145,0.00101195,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011974,0.5,0.5,-0.71793,0.0172853,0.0657121,-0.0340278,-0.717934,0.017286,0.0655104,-0.0341628,0.000192495,-8.7018e-06,0.00151322,0.00101261,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012974,0.5,0.5,-0.71793,0.0172853,0.0657119,-0.0340277,-0.717934,0.017286,0.0655104,-0.0341628,0.000209038,-9.44965e-06,0.00151169,0.0010134,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
