time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.1,0.9,-0.637827,0.00223683,0.0137991,-0.0164964,-0.637829,0.00223701,0.0139137,-0.0165501,0.000195491,-4.54118e-06,-0.00154639,0.000724344,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.026963,0.1,0.9,-0.637827,0.00223682,0.0137991,-0.0164964,-0.637829,0.00223701,0.0139137,-0.0165501,0.000197141,-4.57951e-06,-0.00154651,0.000724495,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.027963,0.1,0.9,-0.637827,0.00223682,0.0137991,-0.0164964,-0.637829,0.00223701,0.0139137,-0.0165501,0.000204115,-4.7415e-06,-0.00154705,0.000725135,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.028963,0.1,0.9,-0.637827,0.00223681,0.013799,-0.0164963,-0.637829,0.00223701,0.0139704,-0.0165762,0.000211307,-4.90858e-06,-0.00231333,0.00107902,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.030044,0.1,0.9,-0.637827,0.0022368,0.013799,-0.0164962,-0.637829,0.00223701,0.0139704,-0.0165762,0.000223969,-5.20271e-06,-0.00231431,0.00108018,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.032031,0.1,0.9,-0.637827,0.00223679,0.0137989,-0.0164962,-0.637829,0.00223701,0.0140271,-0.0166024,0.000234017,-5.43611e-06,-0.00308084,0.00143433,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.033031,0.1,0.9,-0.637827,0.00223678,0.0137989,-0.0164961,-0.637829,0.00223701,0.0139762,-0.0166374,0.000242889,-5.64221e-06,-0.00239398,0.0019068,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.034031,0.1,0.9,-0.637826,0.00223678,0.0137988,-0.0164961,-0.637829,0.00223701,0.0140329,-0.0166635,0.000248256,-5.76688e-06,-0.00337793,0.00236095,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.035031,0.1,0.9,-0.637826,0.00223677,0.0137988,-0.016496,-0.637829,0.00223701,0.0140329,-0.0166635,0.000255814,-5.94244e-06,-0.00337851,0.00236165,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.036031,0.1,0.9,-0.637826,0.00223676,0.0137987,-0.016496,-0.637829,0.00223701,0.0140329,-0.0166635,0.00026278,-6.10426e-06,-0.00337904,0.00236228,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.037031,0.1,0.9,-0.637826,0.00223676,0.0137987,-0.0164959,-0.637829,0.00223701,0.0140896,-0.0166897,0.00027006,-6.27338e-06,-0.00412659,0.0027075,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.038031,0.1,0.9,-0.637826,0.00223675,0.0137987,-0.0164959,-0.637829,0.00223701,0.0140896,-0.0166897,0.000277369,-6.44317e-06,-0.00412715,0.00270817,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.039031,0.1,0.9,-0.637826,0.00223674,0.0137986,-0.0164958,-0.637829,0.00223701,0.0140896,-0.0166897,0.00028465,-6.61229e-06,-0.00412771,0.00270884,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.040031,0.1,0.9,-0.637826,0.00223674,0.0137986,-0.0164958,-0.637829,0.00223701,0.0140896,-0.0166897,0.000291981,-6.78259e-06,-0.00412827,0.00270951,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.041031,0.1,0.9,-0.637826,0.00223673,0.0137985,-0.0164957,-0.637829,0.00223701,0.0141464,-0.0167158,0.000299239,-6.95119e-06,-0.00487566,0.00305466,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.042031,0.1,0.9,-0.637826,0.00223672,0.0137985,-0.0164957,-0.637829,0.00223701,0.0141464,-0.0167158,0.000306548,-7.12099e-06,-0.00487623,0.00305533,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
