time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.2,0.8,-0.55071,0.0395538,0.287265,-0.132701,-0.550709,0.0395543,0.287269,-0.132703,-6.75812e-05,-1.24423e-05,-4.84091e-05,2.23624e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004835,0.2,0.8,-0.55071,0.0395538,0.287265,-0.132701,-0.550709,0.0395543,0.287269,-0.132703,-6.94058e-05,-1.27782e-05,-4.97161e-05,2.29662e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005836,0.2,0.8,-0.55071,0.0395536,0.287264,-0.132701,-0.550709,0.0395543,0.287348,-0.132738,-8.41181e-05,-1.54869e-05,-0.0010164,0.000447053,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006837,0.2,0.8,-0.550711,0.0395535,0.287263,-0.1327,-0.550709,0.0395543,0.287428,-0.132773,-0.000100163,-1.84408e-05,-0.0019842,0.000871636,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007837,0.2,0.8,-0.550711,0.0395534,0.287262,-0.1327,-0.550709,0.0395543,0.287428,-0.132773,-0.000112862,-2.07789e-05,-0.00199329,0.000875838,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008837,0.2,0.8,-0.550711,0.0395533,0.287261,-0.132699,-0.550709,0.0395543,0.287428,-0.132773,-0.000127314,-2.34396e-05,-0.00200365,0.00088062,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009837,0.2,0.8,-0.550711,0.0395532,0.28726,-0.132699,-0.550709,0.0395543,0.287428,-0.132773,-0.000142649,-2.62629e-05,-0.00201463,0.000885695,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010837,0.2,0.8,-0.550711,0.039553,0.287259,-0.132699,-0.550781,0.0395543,0.287508,-0.132808,0.00556986,-2.89049e-05,-0.00298137,0.00130977,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011838,0.2,0.8,-0.550711,0.0395529,0.287259,-0.132698,-0.550781,0.0395543,0.287508,-0.132808,0.00555548,-3.15522e-05,-0.00299167,0.00131453,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012838,0.2,0.8,-0.550712,0.0395528,0.287258,-0.132698,-0.550781,0.0395543,0.287508,-0.132808,0.00554148,-3.41303e-05,-0.0030017,0.00131916,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
