time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.7,0.3,-0.62344,-0.0121508,0.162697,-0.0846006,-0.62344,-0.012151,0.162765,-0.0846319,7.9291e-06,2.14525e-06,-0.000309574,0.000141156,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007164,0.7,0.3,-0.62344,-0.0121507,0.162697,-0.0846005,-0.62344,-0.012151,0.162765,-0.0846319,8.14591e-06,2.20391e-06,-0.000309995,0.000141375,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008164,0.7,0.3,-0.62344,-0.0121507,0.162696,-0.0846003,-0.62344,-0.012151,0.162831,-0.0846615,9.36394e-06,2.53345e-06,-0.000606569,0.000275768,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009164,0.7,0.3,-0.62344,-0.0121507,0.162695,-0.0846,-0.62344,-0.012151,0.162831,-0.0846615,1.0666e-05,2.88572e-06,-0.000609096,0.000277082,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010585,0.7,0.3,-0.62344,-0.0121506,0.162695,-0.0845997,-0.62344,-0.012151,0.162896,-0.0846911,1.19805e-05,3.24137e-06,-0.000905882,0.000411582,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011585,0.7,0.3,-0.62344,-0.0121506,0.162694,-0.0845994,-0.623512,-0.012151,0.162896,-0.0846911,0.0021607,3.55033e-06,-0.000908098,0.000412734,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012585,0.7,0.3,-0.62344,-0.0121505,0.162694,-0.0845991,-0.623512,-0.012151,0.162962,-0.0847207,0.00216187,3.86943e-06,-0.00120465,0.000547107,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013648,0.7,0.3,-0.62344,-0.0121505,0.162693,-0.0845989,-0.623512,-0.012151,0.162962,-0.0847207,0.0021631,4.20174e-06,-0.00120703,0.000548346,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014648,0.7,0.3,-0.62344,-0.0121505,0.162693,-0.0845986,-0.623512,-0.012151,0.162962,-0.0847207,0.00216416,4.48675e-06,-0.00120907,0.000549409,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015648,0.7,0.3,-0.62344,-0.0121504,0.162692,-0.0845984,-0.623512,-0.012151,0.162962,-0.0847207,0.00216534,4.80708e-06,-0.00121137,0.000550604,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016648,0.7,0.3,-0.62344,-0.0121504,0.162692,-0.0845981,-0.623512,-0.012151,0.163027,-0.0847503,0.00216647,5.11175e-06,-0.00158882,0.000721584,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
