time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.1,0.9,-0.646133,0.0113883,0.172503,-0.0828617,-0.646133,0.0113884,0.172505,-0.0828627,3.83085e-05,-3.46366e-06,-0.000101259,-2.86063e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004189,0.1,0.9,-0.646133,0.0113882,0.172503,-0.0828617,-0.646133,0.0113884,0.172505,-0.0828627,4.01805e-05,-3.63292e-06,-0.000102632,-2.79465e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005188,0.1,0.9,-0.646133,0.0113882,0.172503,-0.0828614,-0.646133,0.0113884,0.172505,-0.0828627,4.92633e-05,-4.45414e-06,-0.000109296,-2.47455e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006188,0.1,0.9,-0.646133,0.0113882,0.172502,-0.0828612,-0.646133,0.0113884,0.172505,-0.0828627,5.87855e-05,-5.31509e-06,-0.000116282,-2.13896e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007188,0.1,0.9,-0.646132,0.0113881,0.172502,-0.0828609,-0.646133,0.0113884,0.172505,-0.0828627,6.82122e-05,-6.16741e-06,-0.000123199,-1.80674e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008189,0.1,0.9,-0.646132,0.0113881,0.172501,-0.0828607,-0.646133,0.0113884,0.172505,-0.0828627,7.7935e-05,-7.04649e-06,-0.000130332,-1.46408e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009189,0.1,0.9,-0.646132,0.0113881,0.172501,-0.0828604,-0.646133,0.0113884,0.172505,-0.0828627,8.74954e-05,-7.9109e-06,-0.000137347,-1.12714e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010191,0.1,0.9,-0.646132,0.011388,0.1725,-0.0828602,-0.646133,0.0113884,0.172505,-0.0828627,9.7753e-05,-8.83834e-06,-0.000144873,-7.65634e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011191,0.1,0.9,-0.646132,0.011388,0.1725,-0.0828599,-0.646133,0.0113884,0.172505,-0.0828627,0.00010653,-9.63193e-06,-0.000151312,-4.563e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012191,0.1,0.9,-0.646132,0.011388,0.172499,-0.0828597,-0.646133,0.0113884,0.172505,-0.0828627,0.000116033,-1.04912e-05,-0.000158285,-1.21384e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013191,0.1,0.9,-0.646132,0.0113879,0.172499,-0.0828594,-0.646133,0.0113884,0.172505,-0.0828627,0.000125565,-1.1353e-05,-0.000165278,2.14542e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014191,0.1,0.9,-0.646132,0.0113879,0.172498,-0.0828592,-0.646133,0.0113884,0.172505,-0.0828627,0.000135106,-1.22156e-05,-0.000172279,5.50805e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015191,0.1,0.9,-0.646132,0.0113879,0.172498,-0.0828589,-0.646133,0.0113884,0.172505,-0.0828627,0.000144867,-1.30982e-05,-0.00017944,8.94809e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016191,0.1,0.9,-0.646131,0.0113878,0.172497,-0.0828587,-0.646133,0.0113884,0.172505,-0.0828627,0.000154227,-1.39445e-05,-0.000186307,1.22468e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.017191,0.1,0.9,-0.646131,0.0113878,0.172497,-0.0828584,-0.646133,0.0113884,0.172505,-0.0828627,0.000163845,-1.4814e-05,-0.000193364,1.56363e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
