time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.1,0.9,-0.60626,-0.00269454,0.129752,-0.0587933,-0.60626,-0.00269457,0.1297,-0.058825,-5.03981e-06,8.25657e-07,0.000772513,0.000391703,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004209,0.1,0.9,-0.60626,-0.00269454,0.129752,-0.0587933,-0.60626,-0.00269457,0.1297,-0.058825,-5.19695e-06,8.51401e-07,0.000771849,0.000392004,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005209,0.1,0.9,-0.60626,-0.00269453,0.129751,-0.0587931,-0.60626,-0.00269457,0.1297,-0.058825,-6.49525e-06,1.0641e-06,0.000766362,0.00039449,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006209,0.1,0.9,-0.60626,-0.00269452,0.129751,-0.0587929,-0.60626,-0.00269457,0.129649,-0.0588566,-7.73494e-06,1.26719e-06,0.00145831,0.000823385,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007209,0.1,0.9,-0.60626,-0.00269452,0.129751,-0.0587927,-0.60626,-0.00269457,0.129597,-0.0588882,-8.93596e-06,1.46395e-06,0.00215044,0.00125222,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008209,0.1,0.9,-0.60626,-0.00269451,0.12975,-0.0587925,-0.60626,-0.00269457,0.129597,-0.0588882,-1.01819e-05,1.66807e-06,0.00214518,0.00125461,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009209,0.1,0.9,-0.60626,-0.0026945,0.12975,-0.0587924,-0.60626,-0.00269457,0.129545,-0.0589198,-1.14253e-05,1.87177e-06,0.00286141,0.00169839,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010209,0.1,0.9,-0.60626,-0.00269449,0.129749,-0.0587922,-0.60626,-0.00269457,0.129494,-0.0589514,-1.26737e-05,2.0763e-06,0.00356274,0.00213308,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011209,0.1,0.9,-0.60626,-0.00269448,0.129749,-0.058792,-0.60626,-0.00269457,0.129494,-0.0589514,-1.41267e-05,2.31433e-06,0.0035566,0.00213587,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012209,0.1,0.9,-0.60626,-0.00269448,0.129749,-0.0587918,-0.60626,-0.00269457,0.129494,-0.0589514,-1.52304e-05,2.49515e-06,0.00355193,0.00213798,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
