time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.8,0.2,-0.647708,0.0234374,0.208415,-0.0863587,-0.647708,0.0234377,0.208417,-0.0863598,8.64704e-06,-1.54024e-06,-7.33735e-06,3.04031e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004089,0.8,0.2,-0.647708,0.0234374,0.208415,-0.0863587,-0.647708,0.0234377,0.208417,-0.0863598,9.24124e-06,-1.64608e-06,-7.84156e-06,3.24923e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005089,0.8,0.2,-0.647707,0.0234374,0.208414,-0.0863584,-0.647708,0.0234377,0.208417,-0.0863598,1.14074e-05,-2.03193e-06,-9.67966e-06,4.01086e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006134,0.8,0.2,-0.647707,0.0234373,0.208413,-0.0863582,-0.647708,0.0234377,0.208417,-0.0863598,1.35492e-05,-2.41343e-06,-1.14971e-05,4.76392e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007135,0.8,0.2,-0.647707,0.0234372,0.208413,-0.0863579,-0.647708,0.0234377,0.208417,-0.0863598,1.59017e-05,-2.83246e-06,-1.34932e-05,5.59104e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008135,0.8,0.2,-0.647707,0.0234371,0.208412,-0.0863576,-0.647708,0.0234377,0.208417,-0.0863598,1.80302e-05,-3.21159e-06,-1.52993e-05,6.33943e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009135,0.8,0.2,-0.647707,0.0234371,0.208412,-0.0863574,-0.647708,0.0234377,0.208417,-0.0863598,2.0172e-05,-3.5931e-06,-1.71167e-05,7.09249e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010135,0.8,0.2,-0.647707,0.023437,0.208411,-0.0863571,-0.647708,0.0234377,0.208417,-0.0863598,2.23914e-05,-3.98843e-06,-1.9e-05,7.87283e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011135,0.8,0.2,-0.647707,0.0234369,0.20841,-0.0863569,-0.647708,0.0234377,0.208417,-0.0863598,2.46086e-05,-4.38336e-06,-2.08814e-05,8.6524e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012135,0.8,0.2,-0.647707,0.0234369,0.20841,-0.0863566,-0.647708,0.0234377,0.208417,-0.0863598,2.68679e-05,-4.7858e-06,-2.27985e-05,9.44677e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013135,0.8,0.2,-0.647707,0.0234368,0.208409,-0.0863563,-0.647708,0.0234377,0.208417,-0.0863598,2.91161e-05,-5.18626e-06,-2.47062e-05,1.02373e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014135,0.8,0.2,-0.647706,0.0234367,0.208408,-0.0863561,-0.647708,0.0234377,0.208417,-0.0863598,3.12446e-05,-5.56539e-06,-2.65123e-05,1.09856e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015135,0.8,0.2,-0.647706,0.0234367,0.208408,-0.0863558,-0.647708,0.0234377,0.208417,-0.0863598,3.34751e-05,-5.9627e-06,-2.8405e-05,1.17699e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016135,0.8,0.2,-0.647706,0.0234366,0.208407,-0.0863556,-0.647708,0.0234377,0.208417,-0.0863598,3.56679e-05,-6.35328e-06,-3.02656e-05,1.25409e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.017135,0.8,0.2,-0.647706,0.0234365,0.208407,-0.0863553,-0.647708,0.0234377,0.208417,-0.0863598,3.78829e-05,-6.74782e-06,-3.21451e-05,1.33197e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.018135,0.8,0.2,-0.647706,0.0234364,0.208406,-0.0863551,-0.647708,0.0234377,0.208417,-0.0863598,4.01001e-05,-7.14276e-06,-3.40265e-05,1.40992e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.019135,0.8,0.2,-0.647706,0.0234364,0.208405,-0.0863548,-0.647708,0.0234377,0.208417,-0.0863598,4.23128e-05,-7.5369e-06,-3.59041e-05,1.48772e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.020135,0.8,0.2,-0.647706,0.0234363,0.208405,-0.0863545,-0.647708,0.0234377,0.208417,-0.0863598,4.45478e-05,-7.93499e-06,-3.78005e-05,1.5663e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
