time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.6,0.4,-0.64599,-0.000457564,0.149738,-0.0842485,-0.64599,-0.000457569,0.149739,-0.0842494,1.51306e-05,5.51895e-08,-9.6754e-06,5.44377e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.003749,0.6,0.4,-0.64599,-0.000457564,0.149738,-0.0842484,-0.64599,-0.000457569,0.149739,-0.0842494,1.59507e-05,5.81811e-08,-1.01999e-05,5.73885e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004748,0.6,0.4,-0.645989,-0.000457563,0.149737,-0.0842481,-0.64599,-0.000457569,0.149739,-0.0842494,2.06687e-05,7.53902e-08,-1.32168e-05,7.43632e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005748,0.6,0.4,-0.645989,-0.000457561,0.149737,-0.0842479,-0.64599,-0.000457569,0.149739,-0.0842494,2.4241e-05,8.84204e-08,-1.55012e-05,8.72159e-06,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006748,0.6,0.4,-0.645989,-0.00045756,0.149736,-0.0842477,-0.64599,-0.000457569,0.149739,-0.0842494,2.85278e-05,1.04057e-07,-1.82424e-05,1.02639e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007748,0.6,0.4,-0.645989,-0.000457559,0.149736,-0.0842474,-0.64599,-0.000457569,0.149739,-0.0842494,3.2692e-05,1.19246e-07,-2.09052e-05,1.17621e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008748,0.6,0.4,-0.645989,-0.000457557,0.149735,-0.0842472,-0.64599,-0.000457569,0.149739,-0.0842494,3.68477e-05,1.34404e-07,-2.35627e-05,1.32573e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009748,0.6,0.4,-0.645989,-0.000457556,0.149735,-0.0842469,-0.64599,-0.000457569,0.149739,-0.0842494,4.10753e-05,1.49824e-07,-2.62661e-05,1.47783e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010748,0.6,0.4,-0.645989,-0.000457555,0.149735,-0.0842467,-0.64599,-0.000457569,0.149739,-0.0842494,4.52522e-05,1.6506e-07,-2.8937e-05,1.62811e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011748,0.6,0.4,-0.645989,-0.000457553,0.149734,-0.0842464,-0.64599,-0.000457569,0.149739,-0.0842494,4.94797e-05,1.8048e-07,-3.16404e-05,1.78021e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012748,0.6,0.4,-0.645989,-0.000457552,0.149734,-0.0842462,-0.64599,-0.000457569,0.149739,-0.0842494,5.37031e-05,1.95885e-07,-3.43411e-05,1.93216e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013748,0.6,0.4,-0.645989,-0.00045755,0.149733,-0.0842459,-0.64599,-0.000457569,0.149739,-0.0842494,5.79645e-05,2.11429e-07,-3.70661e-05,2.08548e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014748,0.6,0.4,-0.645988,-0.000457549,0.149733,-0.0842456,-0.646062,-0.000457569,0.149739,-0.0842494,0.00292558,2.26695e-07,-3.97424e-05,2.23607e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015748,0.6,0.4,-0.645988,-0.000457548,0.149732,-0.0842454,-0.646062,-0.000457569,0.149739,-0.0842494,0.0029298,2.42084e-07,-4.24404e-05,2.38787e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016748,0.6,0.4,-0.645988,-0.000457546,0.149732,-0.0842451,-0.646062,-0.000457569,0.149739,-0.0842494,0.00293403,2.57505e-07,-4.51438e-05,2.53997e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.017748,0.6,0.4,-0.645988,-0.000457545,0.149731,-0.0842449,-0.646062,-0.000457569,0.149739,-0.0842494,0.00293825,2.7291e-07,-4.78444e-05,2.69192e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
