time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.4,0.6,-0.632102,0.00340631,0.108433,-0.0423913,-0.632102,0.00340635,0.108434,-0.0423917,1.44853e-05,-6.50549e-07,-4.62953e-05,-1.78787e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.003942,0.4,0.6,-0.632102,0.00340631,0.108433,-0.0423912,-0.632102,0.00340635,0.108434,-0.0423917,1.51563e-05,-6.80683e-07,-4.68092e-05,-1.76778e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004942,0.4,0.6,-0.632102,0.0034063,0.108432,-0.0423911,-0.632174,0.00340635,0.108434,-0.0423917,0.00431407,-8.4995e-07,-4.96958e-05,-1.65493e-05,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.006005,0.4,0.6,-0.632102,0.00340628,0.108432,-0.0423909,-0.632174,0.00340635,0.108425,-0.0423316,0.00431964,-1.09998e-06,2.32251e-05,-0.000555852,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007005,0.4,0.6,-0.632102,0.00340627,0.108432,-0.0423908,-0.632174,0.00340635,0.108425,-0.0423316,0.00432402,-1.29697e-06,1.98657e-05,-0.000554539,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008926,0.4,0.6,-0.632102,0.00340626,0.108431,-0.0423906,-0.632174,0.00340635,0.108478,-0.0422998,0.00432991,-1.56111e-06,-0.000453434,-0.000839334,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.009931,0.4,0.6,-0.632102,0.00340625,0.108431,-0.0423905,-0.632174,0.00340635,0.108538,-0.0423281,0.00433316,-1.70713e-06,-0.00100193,-0.000583918,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.010931,0.4,0.6,-0.632102,0.00340624,0.10843,-0.0423904,-0.632174,0.00340635,0.108538,-0.0423281,0.00433705,-1.88174e-06,-0.00100491,-0.000582754,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012056,0.4,0.6,-0.632102,0.00340623,0.10843,-0.0423902,-0.632174,0.00340635,0.108599,-0.0423563,0.00434141,-2.07769e-06,-0.0015543,-0.000326993,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013057,0.4,0.6,-0.632102,0.00340622,0.10843,-0.0423901,-0.632174,0.00340635,0.108599,-0.0423563,0.00434508,-2.24266e-06,-0.00155711,-0.000325893,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
