time [s],fes_share [],exo_share [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
0,0.2,0.8,-0.690086,0.00411807,0.10492,-0.0463661,-0.690087,0.00411812,0.104982,-0.0463948,8.2402e-05,-1.19937e-06,-0.000744861,0.000344877,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.004587,0.2,0.8,-0.690086,0.00411806,0.10492,-0.046366,-0.690087,0.00411812,0.104982,-0.0463948,9.72385e-05,-1.41531e-06,-0.000747808,0.000346179,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.005691,0.2,0.8,-0.690085,0.00411804,0.104919,-0.0463657,-0.690087,0.00411812,0.104982,-0.0463948,0.000135112,-1.96656e-06,-0.000755332,0.000349504,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.007352,0.2,0.8,-0.690085,0.00411802,0.104919,-0.0463656,-0.690087,0.00411812,0.105104,-0.0464511,0.000154182,-2.24413e-06,-0.00221623,0.00102651,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.008477,0.2,0.8,-0.690084,0.004118,0.104918,-0.0463653,-0.690087,0.00411812,0.105104,-0.0464511,0.000190205,-2.76845e-06,-0.00222339,0.00102968,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.01082,0.2,0.8,-0.690084,0.00411799,0.104918,-0.0463652,-0.690087,0.00411812,0.105164,-0.0464793,0.000211411,-3.0771e-06,-0.00295623,0.00136923,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.011842,0.2,0.8,-0.690084,0.00411798,0.104918,-0.046365,-0.690087,0.00411812,0.105164,-0.0464793,0.000228327,-3.32331e-06,-0.00295959,0.00137072,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.012846,0.2,0.8,-0.690084,0.00411796,0.104917,-0.0463649,-0.690087,0.00411812,0.105164,-0.0464793,0.000245185,-3.56867e-06,-0.00296293,0.0013722,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.013857,0.2,0.8,-0.690084,0.00411795,0.104917,-0.0463648,-0.690158,0.00411812,0.105164,-0.0464793,0.00599106,-3.84541e-06,-0.00296671,0.00137387,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.014857,0.2,0.8,-0.690083,0.00411794,0.104917,-0.0463646,-0.690158,0.00411812,0.105225,-0.0465074,0.00600944,-4.11298e-06,-0.00388472,0.00179925,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.015857,0.2,0.8,-0.690083,0.00411793,0.104916,-0.0463645,-0.690158,0.00411812,0.105225,-0.0465074,0.00602842,-4.38916e-06,-0.00388849,0.00180092,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.016857,0.2,0.8,-0.690083,0.00411792,0.104916,-0.0463644,-0.690158,0.00411812,0.105225,-0.0465074,0.00604754,-4.66756e-06,-0.00389229,0.0018026,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.017857,0.2,0.8,-0.690083,0.0041179,0.104916,-0.0463642,-0.690158,0.00411812,0.105225,-0.0465074,0.00606686,-4.94874e-06,-0.00389612,0.00180429,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.018857,0.2,0.8,-0.690082,0.00411789,0.104915,-0.0463641,-0.690158,0.00411812,0.105225,-0.0465074,0.0060857,-5.22297e-06,-0.00389987,0.00180595,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.019857,0.2,0.8,-0.690082,0.00411788,0.104915,-0.0463639,-0.690158,0.00411812,0.105286,-0.0465356,0.00610516,-5.50609e-06,-0.00460054,0.00213059,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.020857,0.2,0.8,-0.690082,0.00411787,0.104915,-0.0463638,-0.690158,0.00411812,0.105286,-0.0465356,0.00612375,-5.77672e-06,-0.00460423,0.00213223,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.021857,0.2,0.8,-0.690082,0.00411785,0.104915,-0.0463637,-0.690158,0.00411812,0.105286,-0.0465356,0.0061437,-6.06705e-06,-0.00460819,0.00213398,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.022857,0.2,0.8,-0.690081,0.00411784,0.104914,-0.0463635,-0.690158,0.00411812,0.105286,-0.0465356,0.00616197,-6.33296e-06,-0.00461182,0.00213558,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.023938,0.2,0.8,-0.690081,0.00411782,0.104914,-0.0463633,-0.690158,0.00411812,0.105286,-0.0465356,0.00618853,-6.71961e-06,-0.0046171,0.00213791,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.024938,0.2,0.8,-0.690081,0.00411781,0.104914,-0.0463632,-0.690158,0.00411812,0.105286,-0.0465356,0.00620184,-6.91335e-06,-0.00461974,0.00213908,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.025939,0.2,0.8,-0.690081,0.0041178,0.104913,-0.0463631,-0.690158,0.00411812,0.105286,-0.0465356,0.00622082,-7.18953e-06,-0.00462351,0.00214075,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.026939,0.2,0.8,-0.69008,0.00411779,0.104913,-0.046363,-0.690158,0.00411812,0.105346,-0.0465637,0.00623977,-7.46543e-06,-0.00530531,0.00245665,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.027939,0.2,0.8,-0.69008,0.00411778,0.104913,-0.0463628,-0.690158,0.00411812,0.105346,-0.0465637,0.0062597,-7.75549e-06,-0.00530927,0.0024584,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.028939,0.2,0.8,-0.69008,0.00411777,0.104912,-0.0463627,-0.690158,0.00411812,0.105346,-0.0465637,0.00627789,-8.02029e-06,-0.00531288,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.029939,0.2,0.8,-0.69008,0.00411775,0.104912,-0.0463625,-0.690158,0.00411812,0.105346,-0.0465637,0.00630301,-8.38584e-06,-0.00531787,0.0024622,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.030939,0.2,0.8,-0.690079,0.00411774,0.104912,-0.0463624,-0.690158,0.00411812,0.105407,-0.0465918,0.0063162,-8.57792e-06,-0.00604417,0.00279875,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.031939,0.2,0.8,-0.690079,0.00411773,0.104911,-0.0463623,-0.690158,0.00411812,0.105407,-0.0465918,0.00633518,-8.8541e-06,-0.00604794,0.00280041,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.032939,0.2,0.8,-0.690079,0.00411772,0.104911,-0.0463621,-0.690158,0.00411812,0.105407,-0.0465918,0.00635414,-9.13e-06,-0.00605171,0.00280208,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.033939,0.2,0.8,-0.690079,0.0041177,0.104911,-0.046362,-0.690158,0.00411812,0.105407,-0.0465918,0.0063733,-9.40896e-06,-0.00605551,0.00280376,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.034939,0.2,0.8,-0.690079,0.00411769,0.10491,-0.0463618,-0.690158,0.00411812,0.105407,-0.0465918,0.00639233,-9.68597e-06,-0.00605929,0.00280543,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.035939,0.2,0.8,-0.690078,0.00411768,0.10491,-0.0463617,-0.690158,0.00416896,0.105407,-0.0465918,0.00641133,-0.0011488,-0.00606307,0.0028071,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.036939,0.2,0.8,-0.690078,0.00411767,0.10491,-0.0463616,-0.690158,0.00416896,0.105407,-0.0465918,0.00643064,-0.00114908,-0.00606691,0.00280879,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.037939,0.2,0.8,-0.690078,0.00411765,0.104909,-0.0463614,-0.690158,0.00416896,0.105407,-0.0465918,0.00644954,-0.00114936,-0.00607066,0.00281045,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.038939,0.2,0.8,-0.690078,0.00411764,0.104909,-0.0463613,-0.690158,0.00416896,0.105407,-0.0465918,0.00646863,-0.00114964,-0.00607445,0.00281213,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.039939,0.2,0.8,-0.690077,0.00411763,0.104909,-0.0463611,-0.690158,0.00416896,0.105407,-0.0465918,0.00648763,-0.00114991,-0.00607823,0.0028138,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
0.040939,0.2,0.8,-0.690077,0.00411762,0.104909,-0.046361,-0.690158,0.00416896,0.105407,-0.0465918,0.00650672,-0.00115019,-0.00608202,0.00281547,0,0,0,0,0,0,0,0,0,0,0,0,65,65,25,25,25,25,25,40
