time [s],fes_share [],exo_share [],kp_val [],kd_val [],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],elbow_fe_fes_trq [Nm],forearm_ps_fes_trq [Nm],wrist_fe_fes_trq [Nm],wrist_ru_fes_trq [Nm],pw_0 [us],pw_1 [us],pw_2 [us],pw_3 [us],pw_4 [us],pw_5 [us],pw_6 [us],pw_7 [us],amp_0 [mA],amp_1 [mA],amp_2 [mA],amp_3 [mA],amp_4 [mA],amp_5 [mA],amp_6 [mA],amp_7 [mA]
5.66828,0.5,0.5,0,0,-1.22108,-0.0767649,0.0442496,-0.299981,-1.20888,-0.0767674,0.0433684,-0.288872,-1.21872,8.2069e-05,0.0132169,-0.166632,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.66928,0.5,0.5,0,0,-1.22104,-0.0767649,0.0441793,-0.299941,-1.20888,-0.0767675,0.0433684,-0.288872,-1.21396,8.32465e-05,0.0121629,-0.166029,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67028,0.5,0.5,0,0,-1.22099,-0.0767649,0.0441101,-0.299901,-1.20888,-0.0767675,0.0433684,-0.288872,-1.20927,8.44491e-05,0.011126,-0.165435,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67129,0.5,0.5,0,0,-1.22095,-0.0767649,0.0440473,-0.299865,-1.20889,-0.0767676,0.0433679,-0.288872,-1.20499,8.83907e-05,0.0102179,-0.164905,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67229,0.5,0.5,0,0,-1.2209,-0.0767649,0.0439759,-0.299824,-1.20889,-0.0767677,0.043362,-0.28887,-1.20024,9.14219e-05,0.00926309,-0.16432,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67331,0.5,0.5,0,0,-1.22086,-0.0767649,0.0439094,-0.299786,-1.20889,-0.0767678,0.0433548,-0.288869,-1.19585,9.51004e-05,0.00841012,-0.163782,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67431,0.5,0.5,0,0,-1.22081,-0.0767649,0.0438427,-0.299748,-1.20889,-0.0767678,0.0433437,-0.288867,-1.19148,9.93884e-05,0.00761604,-0.163251,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.6753,0.5,0.5,0,0,-1.22077,-0.0767649,0.0437748,-0.299709,-1.20889,-0.0767679,0.0433284,-0.288864,-1.18708,0.000104196,0.0068726,-0.16272,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67631,0.5,0.5,0,0,-1.22072,-0.0767649,0.0437023,-0.299668,-1.20889,-0.076768,0.0433284,-0.288864,-1.18241,0.00010944,0.00578614,-0.162099,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67731,0.5,0.5,0,0,-1.22068,-0.0767649,0.0436384,-0.299631,-1.20889,-0.0767681,0.0432832,-0.288856,-1.17836,0.0001152,0.00560521,-0.16168,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67831,0.5,0.5,0,0,-1.22063,-0.0767649,0.0435635,-0.299589,-1.20889,-0.0767681,0.0432832,-0.288856,-1.17337,0.0001152,0.004481,-0.161038,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.67931,0.5,0.5,0,0,-1.22058,-0.0767649,0.0434981,-0.299551,-1.20889,-0.0767683,0.0432528,-0.288851,-1.16927,0.00012122,0.00400988,-0.160555,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68031,0.5,0.5,0,0,-1.22054,-0.0767649,0.04343,-0.299512,-1.20889,-0.0767686,0.0431758,-0.28884,-1.16537,0.00013413,0.00425452,-0.16015,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68131,0.5,0.5,0,0,-1.22049,-0.0767649,0.0433641,-0.299475,-1.20889,-0.0767686,0.0431758,-0.28884,-1.16098,0.00013413,0.00326599,-0.159585,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68231,0.5,0.5,0,0,-1.22045,-0.0767649,0.0432983,-0.299437,-1.20889,-0.0767689,0.0430776,-0.288827,-1.15742,0.000146717,0.00385069,-0.159227,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68331,0.5,0.5,0,0,-1.22041,-0.0767649,0.0432302,-0.299398,-1.20889,-0.0767691,0.0430214,-0.288819,-1.15336,0.000152721,0.00371748,-0.158756,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68431,0.5,0.5,0,0,-1.22036,-0.0767649,0.0431604,-0.299358,-1.20889,-0.0767692,0.0429611,-0.288812,-1.14924,0.000158076,0.00361044,-0.158275,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68531,0.5,0.5,0,0,-1.22031,-0.0767649,0.043094,-0.29932,-1.20888,-0.0767694,0.0428973,-0.288804,-1.14539,0.000163077,0.00360387,-0.157831,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68633,0.5,0.5,0,0,-1.22027,-0.0767649,0.0430235,-0.29928,-1.20888,-0.0767696,0.0428305,-0.288795,-1.14132,0.000167703,0.00357916,-0.157358,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68733,0.5,0.5,0,0,-1.22022,-0.0767649,0.042951,-0.299239,-1.20888,-0.0767696,0.0428305,-0.288795,-1.1365,0.000167703,0.00249168,-0.156736,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68832,0.5,0.5,0,0,-1.22017,-0.0767649,0.0428827,-0.2992,-1.20888,-0.0767698,0.0427609,-0.288786,-1.13262,0.000171928,0.00253622,-0.156289,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.68933,0.5,0.5,0,0,-1.22013,-0.0767649,0.042816,-0.299161,-1.20888,-0.07677,0.0426886,-0.288777,-1.12889,0.000176236,0.00264853,-0.155863,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69032,0.5,0.5,0,0,-1.22008,-0.0767649,0.0427467,-0.299122,-1.20887,-0.0767701,0.0426133,-0.288767,-1.12505,0.000180642,0.00276985,-0.155425,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69132,0.5,0.5,0,0,-1.22004,-0.0767649,0.0426814,-0.299085,-1.20887,-0.0767703,0.0425352,-0.288756,-1.12153,0.000184625,0.00298865,-0.155028,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69233,0.5,0.5,0,0,-1.22,-0.0767649,0.0426142,-0.299046,-1.20887,-0.0767705,0.0424546,-0.288745,-1.11792,0.00018812,0.0032089,-0.154623,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69332,0.5,0.5,0,0,-1.21995,-0.0767649,0.0425481,-0.299008,-1.20886,-0.0767706,0.0423722,-0.288734,-1.11444,0.00019109,0.0034703,-0.154235,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69433,0.5,0.5,0,0,-1.2199,-0.0767649,0.0424786,-0.298969,-1.20886,-0.0767708,0.0422884,-0.288722,-1.11078,0.000193507,0.00369731,-0.153826,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69533,0.5,0.5,0,0,-1.21986,-0.0767649,0.0424075,-0.298928,-1.20885,-0.0767709,0.0422036,-0.288709,-1.10707,0.000195367,0.00391084,-0.15341,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69654,0.5,0.5,0,0,-1.2198,-0.0767649,0.0423259,-0.298881,-1.20885,-0.076771,0.0421182,-0.288696,-1.10271,0.000196686,0.00397043,-0.152912,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69762,0.5,0.5,0,0,-1.21976,-0.0767649,0.0422556,-0.298841,-1.20884,-0.0767711,0.0420327,-0.288682,-1.09915,0.000197502,0.00419992,-0.152519,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69862,0.5,0.5,0,0,-1.21971,-0.0767649,0.0421854,-0.298801,-1.20883,-0.0767713,0.0419472,-0.288668,-1.09565,0.000197902,0.00442748,-0.152136,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.69972,0.5,0.5,0,0,-1.21966,-0.0767649,0.0421112,-0.298759,-1.20883,-0.0767713,0.041862,-0.288654,-1.09193,0.000197912,0.00458941,-0.151727,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70073,0.5,0.5,0,0,-1.21961,-0.0767649,0.0420428,-0.298719,-1.20882,-0.0767714,0.0417772,-0.288638,-1.08865,0.0001975,0.00482777,-0.151376,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70177,0.5,0.5,0,0,-1.21957,-0.0767649,0.0419713,-0.298679,-1.20881,-0.0767715,0.0416931,-0.288622,-1.08522,0.000196712,0.0050094,-0.151008,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70277,0.5,0.5,0,0,-1.21952,-0.0767649,0.0419052,-0.298641,-1.20881,-0.0767715,0.0416099,-0.288606,-1.0822,0.000195571,0.00525739,-0.150695,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70379,0.5,0.5,0,0,-1.21947,-0.0767649,0.0418321,-0.298599,-1.2088,-0.0767716,0.0415276,-0.288589,-1.07877,0.000194094,0.00538478,-0.150331,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70482,0.5,0.5,0,0,-1.21943,-0.0767649,0.0417628,-0.298559,-1.20879,-0.0767716,0.0414465,-0.288571,-1.07563,0.000192301,0.00554865,-0.150007,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70582,0.5,0.5,0,0,-1.21938,-0.0767649,0.0416917,-0.298519,-1.20878,-0.0767716,0.0413667,-0.288553,-1.07243,0.000190233,0.00566712,-0.149675,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.70688,0.5,0.5,0,0,-1.21933,-0.0767649,0.0416192,-0.298477,-1.20877,-0.0767716,0.0412882,-0.288534,-1.06919,0.000187945,0.00574392,-0.14934,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
5.7079,0.5,0.5,0,0,-1.21929,-0.0767649,0.0415543,-0.29844,-1.20876,-0.0767716,0.041211,-0.288515,-1.0665,0.000185463,0.00591445,-0.149077,0,0,0,0,0,0,0,0,0,0,0,0,60,65,45,45,45,45,0,45
