stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569608,-0.693217,-0.165609,-0.19119,0.432547,-0.26391,-0.268732,0.499853,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569608,-0.693217,-0.165549,-0.19121,0.432547,-0.26391,-0.270435,0.500397,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569536,-0.693268,-0.165549,-0.19121,0.420528,-0.262233,-0.270428,0.500401,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569465,-0.693268,-0.165428,-0.191248,0.404445,-0.262233,-0.274168,0.501594,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569393,-0.693319,-0.165428,-0.191248,0.384788,-0.26005,-0.274161,0.501598,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569322,-0.693319,-0.165367,-0.191267,0.288343,-0.26005,-0.275852,0.50214,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569322,-0.69337,-0.165307,-0.191286,0.288343,-0.25732,-0.277843,0.502776,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.56925,-0.69337,-0.165307,-0.191286,0.253879,-0.25732,-0.277838,0.50278,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569107,-0.69337,-0.165307,-0.191286,0.192855,-0.25732,-0.277833,0.502783,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569107,-0.693421,-0.165186,-0.191325,0.192855,-0.254912,-0.281387,0.503914,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.569035,-0.693421,-0.165186,-0.191325,0.192202,-0.254912,-0.281382,0.503917,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568964,-0.693421,-0.165126,-0.191344,0.177879,-0.254912,-0.283204,0.504499,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568964,-0.693472,-0.165065,-0.191363,0.177879,-0.252742,-0.285022,0.505079,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693523,-0.165065,-0.191363,0.188926,-0.249895,-0.285018,0.505082,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693523,-0.165005,-0.191382,0.188926,-0.249895,-0.2869,0.505682,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693523,-0.165005,-0.191382,0.188926,-0.249895,-0.286896,0.505684,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693573,-0.164944,-0.191401,0.188926,-0.246865,-0.288531,0.506205,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693624,-0.164884,-0.191421,0.188926,-0.242756,-0.290457,0.506819,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693675,-0.164884,-0.191421,0.210963,-0.237803,-0.290454,0.506821,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693726,-0.164823,-0.19144,0.228473,-0.232525,-0.29206,0.507333,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693726,-0.164823,-0.19144,0.241557,-0.232525,-0.292058,0.507335,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693726,-0.164823,-0.19144,0.251706,-0.232525,-0.292055,0.507336,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693726,-0.164763,-0.191459,0.259807,-0.232525,-0.293817,0.507898,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568892,-0.693777,-0.164763,-0.191459,0.266424,-0.232635,-0.293815,0.507899,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568821,-0.693777,-0.164763,-0.191459,0.272183,-0.232635,-0.293813,0.507901,1.4678,-0.454786,-0.150614,0.571225
25,55,-0.567232,-0.698132,-0.174533,-0.174533,-0.568821,-0.693828,-0.16476,-0.191399,0.272183,-0.23146,-0.293898,0.506117,1.4678,-0.454786,-0.150614,0.571225
