stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162114,0.152047,-0.638136,0.167196,-0.37259,0.674685
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162065,0.15209,-0.638136,0.167196,-0.374109,0.673356
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162065,0.15209,-0.638136,0.167196,-0.374109,0.673356
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162065,0.15209,-0.638136,0.167196,-0.374109,0.673352
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162065,0.15209,-0.638136,0.167196,-0.374109,0.673347
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675478
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374214,0.675477
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374213,0.675472
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374213,0.675468
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374213,0.675464
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374213,0.675461
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162061,0.152019,-0.638136,0.167196,-0.374213,0.675457
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375648,0.674198
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375648,0.674195
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375648,0.674192
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375648,0.67419
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375648,0.674187
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375648,0.674185
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674182
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.67418
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674178
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674176
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674175
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674173
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674171
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.67417
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674168
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674167
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167196,-0.375647,0.674165
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375647,0.674164
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375647,0.674163
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674162
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.67416
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674159
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674158
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674157
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674156
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674155
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674154
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674153
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674153
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674152
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.674151
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.162012,0.152063,-0.638136,0.167007,-0.375646,0.67415
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.161962,0.152106,-0.638136,0.167007,-0.377162,0.67282
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.161962,0.152106,-0.638136,0.167007,-0.377162,0.672819
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.161962,0.152106,-0.638136,0.167007,-0.377162,0.672819
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.161962,0.152106,-0.638136,0.167007,-0.377162,0.672818
36,55,-1.0472,0.698132,-0.174533,0.174533,-1.04401,0.695149,-0.161962,0.152106,-0.638136,0.167007,-0.377162,0.672817
