stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
19,54,-0.785398,0,-0.349066,0.349066,-0.771471,0.000379431,-0.288513,0.32936,-1.6713,-0.0151772,-1.51383,0.492652
