stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172501,-0.193263,1.61716,-0.169854,-0.0609432,0.561893,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172498,-0.193203,1.61716,-0.169854,-0.0610448,0.560103,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172565,-0.193246,1.61716,-0.169854,-0.0590325,0.561389,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172565,-0.193246,1.61716,-0.169854,-0.0590325,0.561389,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172565,-0.193246,1.61716,-0.169854,-0.0590325,0.561389,2.45213,-0.417762,-0.0805026,0.563865
27,40,-0.0872665,-0.698132,-0.174533,-0.174533,-0.0953522,-0.695099,-0.172565,-0.193246,1.61716,-0.169854,-0.0590325,0.561389,2.45213,-0.417762,-0.0805026,0.563865
